CLASSIC_LASER_IN;CLASSIS_OUT;QUANT_IN_PORT;QUANT_DETECTOR_PORT;photon count;timestamp epoch;timestamp_utc;duration
3;11;5;12;1987;1744811273.580794068;Wed Apr 16 01:47:53 PM UTC 2025;7.645966841
3;11;6;12;2261;1744811281.233512897;Wed Apr 16 01:48:01 PM UTC 2025;8.436712206
3;11;7;12;2574;1744811289.677316555;Wed Apr 16 01:48:09 PM UTC 2025;12.324449747
3;11;8;12;2381;1744811302.008684503;Wed Apr 16 01:48:22 PM UTC 2025;11.885023170
3;11;-;13;4152;1744811337.074419274;Wed Apr 16 01:48:57 PM UTC 2025;6.507638461
3;11;1;13;2273;1744811343.589032909;Wed Apr 16 01:49:03 PM UTC 2025;13.481338775
3;11;2;13;7856;1744811357.077641445;Wed Apr 16 01:49:17 PM UTC 2025;13.594589853
3;11;4;13;7761;1744811370.678659178;Wed Apr 16 01:49:30 PM UTC 2025;7.763129211
3;11;5;13;632;1744811378.448206590;Wed Apr 16 01:49:38 PM UTC 2025;10.536810169
3;11;6;13;610;1744811388.991963755;Wed Apr 16 01:49:48 PM UTC 2025;7.698817205
3;11;7;13;761;1744811396.697788179;Wed Apr 16 01:49:56 PM UTC 2025;15.986544800
3;11;8;13;940;1744811412.691020878;Wed Apr 16 01:50:12 PM UTC 2025;5.940272244
3;11;-;14;381;1744811445.805027253;Wed Apr 16 01:50:45 PM UTC 2025;7.139951893
3;11;1;14;1953;1744811452.952355866;Wed Apr 16 01:50:52 PM UTC 2025;4.484675588
3;11;2;14;12754;1744811457.444226633;Wed Apr 16 01:50:57 PM UTC 2025;6.931723169
3;11;4;14;9841;1744811464.382559167;Wed Apr 16 01:51:04 PM UTC 2025;7.670485708
3;11;5;14;338;1744811472.060047040;Wed Apr 16 01:51:12 PM UTC 2025;6.594359499
3;11;6;14;673;1744811478.661062321;Wed Apr 16 01:51:18 PM UTC 2025;6.185201648
3;11;7;14;529;1744811484.853265658;Wed Apr 16 01:51:24 PM UTC 2025;6.414256080
3;11;8;14;975;1744811491.274200499;Wed Apr 16 01:51:31 PM UTC 2025;10.266943856
3;11;-;15;710;1744811522.679344918;Wed Apr 16 01:52:02 PM UTC 2025;6.999107824
3;11;1;15;1674;1744811529.685621878;Wed Apr 16 01:52:09 PM UTC 2025;6.641723797
3;11;2;15;12849;1744811536.334402258;Wed Apr 16 01:52:16 PM UTC 2025;7.342595619
3;11;4;15;10532;1744811543.683925200;Wed Apr 16 01:52:23 PM UTC 2025;6.394264185
3;11;5;15;326;1744811550.085123989;Wed Apr 16 01:52:30 PM UTC 2025;5.053948167
3;11;6;15;518;1744811555.146255896;Wed Apr 16 01:52:35 PM UTC 2025;6.368228674
3;11;7;15;741;1744811561.521404129;Wed Apr 16 01:52:41 PM UTC 2025;6.009409695
3;11;8;15;957;1744811567.537491920;Wed Apr 16 01:52:47 PM UTC 2025;8.133873809
3;11;-;16;215;1744811616.876447303;Wed Apr 16 01:53:36 PM UTC 2025;7.891509370
3;11;1;16;1563;1744811624.775080558;Wed Apr 16 01:53:44 PM UTC 2025;7.495074149
3;11;2;16;13753;1744811632.276764287;Wed Apr 16 01:53:52 PM UTC 2025;7.199539723
3;11;4;16;14983;1744811639.482932466;Wed Apr 16 01:53:59 PM UTC 2025;7.624857940
3;11;5;16;318;1744811647.115435515;Wed Apr 16 01:54:07 PM UTC 2025;15.784659935
3;11;6;16;436;1744811662.907058998;Wed Apr 16 01:54:22 PM UTC 2025;12.164823036
3;11;7;16;418;1744811675.079652767;Wed Apr 16 01:54:35 PM UTC 2025;17.513202927
3;11;8;16;573;1744811692.600523832;Wed Apr 16 01:54:52 PM UTC 2025;7.541822439
8;16;-;9;153;1744814688.292978264;Wed Apr 16 02:44:48 PM UTC 2025;10.479681247
8;16;1;9;200;1744814698.779501799;Wed Apr 16 02:44:58 PM UTC 2025;57.738365656
8;16;2;9;200;1744814756.524552608;Wed Apr 16 02:45:56 PM UTC 2025;20.168488131
8;16;3;9;200;1744814776.699632829;Wed Apr 16 02:46:16 PM UTC 2025;10.219955077
8;16;4;9;634;1744814786.926718140;Wed Apr 16 02:46:26 PM UTC 2025;16.548274186
8;16;5;9;200;1744814803.481548035;Wed Apr 16 02:46:43 PM UTC 2025;12.245524256
8;16;6;9;200;1744814815.734007085;Wed Apr 16 02:46:55 PM UTC 2025;12.099287525
8;16;7;9;400;1744814827.839992822;Wed Apr 16 02:47:07 PM UTC 2025;13.393005025
8;16;-;10;59;1744814876.590702906;Wed Apr 16 02:47:56 PM UTC 2025;11.463128552
8;16;1;10;200;1744814888.060772114;Wed Apr 16 02:48:08 PM UTC 2025;28.455401833
8;16;2;10;200;1744814916.522759528;Wed Apr 16 02:48:36 PM UTC 2025;7.619836121
8;16;3;10;200;1744814924.149385113;Wed Apr 16 02:48:44 PM UTC 2025;7.628105808
8;16;4;10;650;1744814931.784371900;Wed Apr 16 02:48:51 PM UTC 2025;12.352512550
8;16;5;10;200;1744814944.143967590;Wed Apr 16 02:49:04 PM UTC 2025;12.886239163
8;16;6;10;200;1744814957.037892559;Wed Apr 16 02:49:17 PM UTC 2025;7.389162140
8;16;7;10;400;1744814964.433805047;Wed Apr 16 02:49:24 PM UTC 2025;15.387468796
8;16;-;11;70;1744815004.262900369;Wed Apr 16 02:50:04 PM UTC 2025;12.230422967
8;16;1;11;200;1744815016.500419278;Wed Apr 16 02:50:16 PM UTC 2025;13.389657064
8;16;2;11;200;1744815029.896716920;Wed Apr 16 02:50:29 PM UTC 2025;9.777046213
8;16;3;11;200;1744815039.680712156;Wed Apr 16 02:50:39 PM UTC 2025;18.540308379
8;16;4;11;700;1744815058.227805771;Wed Apr 16 02:50:58 PM UTC 2025;12.865607199
8;16;5;11;200;1744815071.100644255;Wed Apr 16 02:51:11 PM UTC 2025;13.266203173
8;16;6;11;200;1744815084.373501724;Wed Apr 16 02:51:24 PM UTC 2025;9.074197029
8;16;7;11;400;1744815093.454066293;Wed Apr 16 02:51:33 PM UTC 2025;13.799528924
8;16;-;12;200;1744815127.542909163;Wed Apr 16 02:52:07 PM UTC 2025;9.602425707
8;16;1;12;200;1744815137.152150726;Wed Apr 16 02:52:17 PM UTC 2025;10.162161856
8;16;2;12;200;1744815147.321426450;Wed Apr 16 02:52:27 PM UTC 2025;12.588187012
8;16;3;12;200;1744815159.916637402;Wed Apr 16 02:52:39 PM UTC 2025;7.850599473
8;16;4;12;550;1744815167.773982264;Wed Apr 16 02:52:47 PM UTC 2025;17.578888634
8;16;5;12;200;1744815185.359569298;Wed Apr 16 02:53:05 PM UTC 2025;15.160077748
8;16;6;12;200;1744815200.526696087;Wed Apr 16 02:53:20 PM UTC 2025;17.667603727
8;16;7;12;400;1744815218.201176257;Wed Apr 16 02:53:38 PM UTC 2025;13.699428100
8;16;-;13;470;1744815253.827512647;Wed Apr 16 02:54:13 PM UTC 2025;11.460831163
8;16;1;13;200;1744815265.295686462;Wed Apr 16 02:54:25 PM UTC 2025;22.258248318
8;16;2;13;200;1744815287.560609917;Wed Apr 16 02:54:47 PM UTC 2025;14.672967090
8;16;3;13;200;1744815302.240458377;Wed Apr 16 02:55:02 PM UTC 2025;24.965565426
8;16;4;13;700;1744815327.212767088;Wed Apr 16 02:55:27 PM UTC 2025;17.638372344
8;16;5;13;200;1744815344.857672255;Wed Apr 16 02:55:44 PM UTC 2025;15.423869701
8;16;6;13;200;1744815360.288550713;Wed Apr 16 02:56:00 PM UTC 2025;15.081509666
8;16;7;13;350;1744815375.376503971;Wed Apr 16 02:56:15 PM UTC 2025;24.958046085
8;16;-;14;342;1744815429.231246166;Wed Apr 16 02:57:09 PM UTC 2025;18.954912629
8;16;1;14;200;1744815448.192692286;Wed Apr 16 02:57:28 PM UTC 2025;12.550509331
8;16;2;14;200;1744815460.749654396;Wed Apr 16 02:57:40 PM UTC 2025;12.485375646
8;16;3;14;200;1744815473.241694683;Wed Apr 16 02:57:53 PM UTC 2025;11.583063249
8;16;4;14;700;1744815484.831455352;Wed Apr 16 02:58:04 PM UTC 2025;20.661403009
8;16;5;14;200;1744815505.499832404;Wed Apr 16 02:58:25 PM UTC 2025;16.606613845
8;16;6;14;200;1744815522.114055775;Wed Apr 16 02:58:42 PM UTC 2025;12.116656496
8;16;7;14;350;1744815534.237251366;Wed Apr 16 02:58:54 PM UTC 2025;23.241370956
8;16;-;15;920;1744815577.205166260;Wed Apr 16 02:59:37 PM UTC 2025;8.986942715
8;16;1;15;200;1744815586.198933872;Wed Apr 16 02:59:46 PM UTC 2025;12.419409724
8;16;2;15;200;1744815598.625283892;Wed Apr 16 02:59:58 PM UTC 2025;10.858018344
8;16;3;15;200;1744815609.489625658;Wed Apr 16 03:00:09 PM UTC 2025;11.188100430
8;16;4;15;650;1744815620.685020677;Wed Apr 16 03:00:20 PM UTC 2025;21.067399718
8;16;5;15;200;1744815641.759377407;Wed Apr 16 03:00:41 PM UTC 2025;12.251691814
8;16;6;15;200;1744815654.017477677;Wed Apr 16 03:00:54 PM UTC 2025;16.232802010
8;16;7;15;450;1744815670.257287252;Wed Apr 16 03:01:10 PM UTC 2025;16.907721896
4;12;-;9;2668;1744815869.363062733;Wed Apr 16 03:04:29 PM UTC 2025;12.075810474
4;12;1;9;1750;1744815881.445863325;Wed Apr 16 03:04:41 PM UTC 2025;53.196162629
4;12;2;9;8634;1744815934.648581896;Wed Apr 16 03:05:34 PM UTC 2025;15.974496478
4;12;3;9;24269;1744815950.629622474;Wed Apr 16 03:05:50 PM UTC 2025;17.664611264
4;12;5;9;2876;1744815968.301092501;Wed Apr 16 03:06:08 PM UTC 2025;21.128734970
4;12;6;9;2376;1744815989.436744730;Wed Apr 16 03:06:29 PM UTC 2025;11.172210046
4;12;7;9;2257;1744816000.616176399;Wed Apr 16 03:06:40 PM UTC 2025;13.711123394
4;12;8;9;2484;1744816014.334355352;Wed Apr 16 03:06:54 PM UTC 2025;18.339593799
4;12;-;10;1441;1744816133.352736418;Wed Apr 16 03:08:53 PM UTC 2025;12.977138856
4;12;1;10;1474;1744816146.336702247;Wed Apr 16 03:09:06 PM UTC 2025;19.390952192
4;12;2;10;7507;1744816165.734354841;Wed Apr 16 03:09:25 PM UTC 2025;14.657830652
4;12;3;10;25643;1744816180.398689837;Wed Apr 16 03:09:40 PM UTC 2025;14.808452599
4;12;5;10;2765;1744816195.214030749;Wed Apr 16 03:09:55 PM UTC 2025;10.068815314
4;12;6;10;1303;1744816205.289843765;Wed Apr 16 03:10:05 PM UTC 2025;10.704984890
4;12;7;10;2114;1744816216.001689965;Wed Apr 16 03:10:16 PM UTC 2025;12.029126495
4;12;8;10;2225;1744816228.038203109;Wed Apr 16 03:10:28 PM UTC 2025;11.693406198
4;12;-;11;13675;1744816257.055448213;Wed Apr 16 03:10:57 PM UTC 2025;16.914001206
4;12;1;11;13500;1744816273.976357476;Wed Apr 16 03:11:13 PM UTC 2025;28.866239558
4;12;2;11;19325;1744816302.849199982;Wed Apr 16 03:11:42 PM UTC 2025;12.440815977
4;12;3;11;37653;1744816315.297113464;Wed Apr 16 03:11:55 PM UTC 2025;11.927614970
4;12;5;11;14867;1744816327.231108481;Wed Apr 16 03:12:07 PM UTC 2025;12.893058099
4;12;6;11;13000;1744816340.131501018;Wed Apr 16 03:12:20 PM UTC 2025;21.415602420
4;12;7;11;13500;1744816361.554083549;Wed Apr 16 03:12:41 PM UTC 2025;11.243832449
4;12;8;11;14579;1744816372.805194279;Wed Apr 16 03:12:52 PM UTC 2025;14.313510498
4;12;-;13;4667;1744816409.657398559;Wed Apr 16 03:13:29 PM UTC 2025;11.596155718
4;12;1;13;2456;1744816421.260437164;Wed Apr 16 03:13:41 PM UTC 2025;25.657558284
4;12;2;13;9564;1744816446.924688654;Wed Apr 16 03:14:06 PM UTC 2025;13.993532745
4;12;3;13;26543;1744816460.924737388;Wed Apr 16 03:14:20 PM UTC 2025;18.593284087
4;12;5;13;3257;1744816479.524851912;Wed Apr 16 03:14:39 PM UTC 2025;14.741022338
4;12;6;13;2654;1744816494.272426531;Wed Apr 16 03:14:54 PM UTC 2025;16.431893574
4;12;7;13;3609;1744816510.710961435;Wed Apr 16 03:15:10 PM UTC 2025;11.577139113
4;12;8;13;3985;1744816522.295284572;Wed Apr 16 03:15:22 PM UTC 2025;15.196394911
4;12;-;14;835;1744816558.767017619;Wed Apr 16 03:15:58 PM UTC 2025;10.674237018
4;12;1;14;956;1744816569.447902338;Wed Apr 16 03:16:09 PM UTC 2025;41.989926544
4;12;2;14;8105;1744816611.444689198;Wed Apr 16 03:16:51 PM UTC 2025;13.420079156
4;12;3;14;28563;1744816624.871479752;Wed Apr 16 03:17:04 PM UTC 2025;15.172128387
4;12;5;14;2406;1744816640.050792092;Wed Apr 16 03:17:20 PM UTC 2025;14.363013380
4;12;6;14;1315;1744816654.420709859;Wed Apr 16 03:17:34 PM UTC 2025;10.466798680
4;12;7;14;1723;1744816664.894921543;Wed Apr 16 03:17:44 PM UTC 2025;11.667736660
4;12;8;14;2356;1744816676.569490586;Wed Apr 16 03:17:56 PM UTC 2025;14.529844159
4;12;-;15;2564;1744816710.660052847;Wed Apr 16 03:18:30 PM UTC 2025;10.558866121
4;12;1;15;854;1744816721.225690262;Wed Apr 16 03:18:41 PM UTC 2025;16.839325043
4;12;2;15;7328;1744816738.071923775;Wed Apr 16 03:18:58 PM UTC 2025;11.995173374
4;12;3;15;25493;1744816750.073738877;Wed Apr 16 03:19:10 PM UTC 2025;10.884655685
4;12;5;15;2008;1744816760.964992784;Wed Apr 16 03:19:20 PM UTC 2025;11.020976254
4;12;6;15;1252;1744816771.993502102;Wed Apr 16 03:19:31 PM UTC 2025;9.772665215
4;12;7;15;1563;1744816781.772810620;Wed Apr 16 03:19:41 PM UTC 2025;12.009092615
4;12;8;15;2154;1744816793.788525198;Wed Apr 16 03:19:53 PM UTC 2025;11.542345076
4;12;-;16;473;1744816824.717733063;Wed Apr 16 03:20:24 PM UTC 2025;7.736280142
4;12;1;16;652;1744816832.460928710;Wed Apr 16 03:20:32 PM UTC 2025;19.847892756
4;12;2;16;4638;1744816852.315911090;Wed Apr 16 03:20:52 PM UTC 2025;17.595303373
4;12;3;16;15547;1744816869.918013664;Wed Apr 16 03:21:09 PM UTC 2025;20.291828440
4;12;5;16;1705;1744816890.216590987;Wed Apr 16 03:21:30 PM UTC 2025;12.865839262
4;12;6;16;821;1744816903.089550234;Wed Apr 16 03:21:43 PM UTC 2025;11.982481849
4;12;7;16;1182;1744816915.078381069;Wed Apr 16 03:21:55 PM UTC 2025;12.616132268
4;12;8;16;1050;1744816927.701297374;Wed Apr 16 03:22:07 PM UTC 2025;24.087890298


1;9;-;10;4256;1744817505.671159955;Wed Apr 16 03:31:45 PM UTC 2025;7.015949720
1;9;2;10;5530;1744817512.693971848;Wed Apr 16 03:31:52 PM UTC 2025;53.410121701
1;9;3;10;5400;1744817566.110839551;Wed Apr 16 03:32:46 PM UTC 2025;15.200296786
1;9;4;10;5302;1744817581.317867161;Wed Apr 16 03:33:01 PM UTC 2025;15.803837925
1;9;5;10;4473;1744817597.128044857;Wed Apr 16 03:33:17 PM UTC 2025;16.286740792
1;9;6;10;4325;1744817613.421683236;Wed Apr 16 03:33:33 PM UTC 2025;13.775113976
1;9;7;10;4267;1744817627.203775075;Wed Apr 16 03:33:47 PM UTC 2025;38.832049164
1;9;8;10;4785;1744817666.042610748;Wed Apr 16 03:34:26 PM UTC 2025;12.527095536
1;9;-;11;4532;1744817696.767706369;Wed Apr 16 03:34:56 PM UTC 2025;9.687548758
1;9;2;11;5326;1744817706.461932514;Wed Apr 16 03:35:06 PM UTC 2025;32.501624761
1;9;3;11;5641;1744817738.970173006;Wed Apr 16 03:35:38 PM UTC 2025;17.594028785
1;9;4;11;5964;1744817756.570948509;Wed Apr 16 03:35:56 PM UTC 2025;13.608960622
1;9;5;11;4707;1744817770.186680065;Wed Apr 16 03:36:10 PM UTC 2025;14.706433133
1;9;6;11;4537;1744817784.899659332;Wed Apr 16 03:36:24 PM UTC 2025;21.491570253
1;9;7;11;4798;1744817806.397853341;Wed Apr 16 03:36:46 PM UTC 2025;20.640646080
1;9;8;11;5053;1744817827.045376412;Wed Apr 16 03:37:07 PM UTC 2025;16.486263249
1;9;-;12;3115;1744817861.799003059;Wed Apr 16 03:37:41 PM UTC 2025;9.166871659
1;9;2;12;3426;1744817870.973051142;Wed Apr 16 03:37:50 PM UTC 2025;17.190442032
1;9;3;12;4267;1744817888.170531101;Wed Apr 16 03:38:08 PM UTC 2025;13.171582864
1;9;4;12;3300;1744817901.348366859;Wed Apr 16 03:38:21 PM UTC 2025;9.954726585
1;9;5;12;3251;1744817911.309877314;Wed Apr 16 03:38:31 PM UTC 2025;8.896818692
1;9;6;12;3005;1744817920.213842432;Wed Apr 16 03:38:40 PM UTC 2025;11.750670170
1;9;7;12;3215;1744817931.971069395;Wed Apr 16 03:38:51 PM UTC 2025;10.119841317
1;9;8;12;3561;1744817942.097669745;Wed Apr 16 03:39:02 PM UTC 2025;25.310530843
1;9;-;13;713;1744817991.505755080;Wed Apr 16 03:39:51 PM UTC 2025;16.369157817
1;9;2;13;1154;1744818007.881677065;Wed Apr 16 03:40:07 PM UTC 2025;19.442366638
1;9;3;13;1006;1744818027.331072027;Wed Apr 16 03:40:27 PM UTC 2025;16.341006423
1;9;4;13;1563;1744818043.679126780;Wed Apr 16 03:40:43 PM UTC 2025;15.552832930
1;9;5;13;654;1744818059.239021475;Wed Apr 16 03:40:59 PM UTC 2025;17.775697919
1;9;6;13;524;1744818077.021418536;Wed Apr 16 03:41:17 PM UTC 2025;11.520592427
1;9;7;13;703;1744818088.548463036;Wed Apr 16 03:41:28 PM UTC 2025;39.041189433
1;9;8;13;954;1744818127.596374876;Wed Apr 16 03:42:07 PM UTC 2025;19.734548813
1;9;-;14;203;1744818165.747234593;Wed Apr 16 03:42:45 PM UTC 2025;11.232984000
1;9;2;14;1153;1744818176.987469018;Wed Apr 16 03:42:56 PM UTC 2025;18.620938697
1;9;3;14;921;1744818195.615527064;Wed Apr 16 03:43:15 PM UTC 2025;12.691504337
1;9;4;14;1487;1744818208.314240924;Wed Apr 16 03:43:28 PM UTC 2025;18.954531388
1;9;5;14;401;1744818227.275254282;Wed Apr 16 03:43:47 PM UTC 2025;16.554460862
1;9;6;14;210;1744818243.836403372;Wed Apr 16 03:44:03 PM UTC 2025;23.764252002
1;9;7;14;315;1744818267.607280409;Wed Apr 16 03:44:27 PM UTC 2025;15.497043737
1;9;8;14;453;1744818283.111483340;Wed Apr 16 03:44:43 PM UTC 2025;22.669451891
1;9;-;15;130;1744818330.400984567;Wed Apr 16 03:45:30 PM UTC 2025;11.542453400
1;9;2;15;1247;1744818341.950186301;Wed Apr 16 03:45:41 PM UTC 2025;17.729719277
1;9;3;15;903;1744818359.687090222;Wed Apr 16 03:45:59 PM UTC 2025;35.833206590
1;9;4;15;1674;1744818395.527401587;Wed Apr 16 03:46:35 PM UTC 2025;17.764344253
1;9;5;15;378;1744818413.298550127;Wed Apr 16 03:46:53 PM UTC 2025;21.620806084
1;9;6;15;200;1744818434.926051893;Wed Apr 16 03:47:14 PM UTC 2025;12.998639116
1;9;7;15;302;1744818447.931691522;Wed Apr 16 03:47:27 PM UTC 2025;22.039357992
1;9;8;15;602;1744818469.977948416;Wed Apr 16 03:47:49 PM UTC 2025;27.841986531
1;9;-;16;136;1744818534.909098365;Wed Apr 16 03:48:54 PM UTC 2025;11.052663754
1;9;2;16;1223;1744818545.968230962;Wed Apr 16 03:49:05 PM UTC 2025;31.907115252
1;9;3;16;859;1744818577.883465679;Wed Apr 16 03:49:37 PM UTC 2025;20.431450243
1;9;4;16;1326;1744818598.321951881;Wed Apr 16 03:49:58 PM UTC 2025;21.243771779
1;9;5;16;380;1744818619.573433888;Wed Apr 16 03:50:19 PM UTC 2025;13.537978820
1;9;6;16;209;1744818633.119010916;Wed Apr 16 03:50:33 PM UTC 2025;12.343210125
1;9;7;16;352;1744818645.469021224;Wed Apr 16 03:50:45 PM UTC 2025;14.622791146
1;9;8;16;512;1744818660.098594876;Wed Apr 16 03:51:00 PM UTC 2025;22.242035487
1;9;-;16;;1744818963.401967962;Wed Apr 16 03:56:03 PM UTC 2025;1.082680639
1;9;2;16;;1744818964.492044155;Wed Apr 16 03:56:04 PM UTC 2025;.963092465
1;9;3;16;;1744818965.462032951;Wed Apr 16 03:56:05 PM UTC 2025;.563242409
1;9;4;16;;1744818966.032359765;Wed Apr 16 03:56:06 PM UTC 2025;.532417162
1;9;5;16;;1744818966.571262618;Wed Apr 16 03:56:06 PM UTC 2025;.544579938
1;9;6;16;;1744818967.123109960;Wed Apr 16 03:56:07 PM UTC 2025;.570763483
1;9;7;16;;1744818967.700813650;Wed Apr 16 03:56:07 PM UTC 2025;.534614009
1;9;8;16;;1744818968.242535599;Wed Apr 16 03:56:08 PM UTC 2025;.592084720
